time_step,LUT_code,pixels,percentage
41,LUT05,22,0.0
42,LUT01,3207,0.19
42,LUT02,849,0.05
42,LUT03,15374,0.92
42,LUT04,30179,1.8
42,LUT05,22,0.0
43,LUT01,3207,0.19
43,LUT02,849,0.05
43,LUT03,15374,0.92
43,LUT04,30179,1.8
43,LUT05,22,0.0
44,LUT01,3207,0.19
44,LUT02,848,0.05
44,LUT03,15374,0.92
44,LUT04,30179,1.8
44,LUT05,22,0.0
45,LUT01,3207,0.19
45,LUT02,848,0.05
45,LUT03,15374,0.92
45,LUT04,30179,1.8
45,LUT05,22,0.0
46,LUT01,3207,0.19
46,LUT02,845,0.05
46,LUT03,15374,0.92
46,LUT04,30179,1.8
46,LUT05,22,0.0
47,LUT01,3207,0.19
47,LUT02,841,0.05
47,LUT03,15374,0.92
47,LUT04,30179,1.8
47,LUT05,22,0.0
48,LUT01,3207,0.19
48,LUT02,837,0.05
48,LUT03,15374,0.92
48,LUT04,30179,1.8
48,LUT05,22,0.0
49,LUT01,3207,0.19
49,LUT02,836,0.05
49,LUT03,15374,0.92
49,LUT04,30179,1.8
49,LUT05,22,0.0
50,LUT01,3207,0.19
50,LUT02,835,0.05
50,LUT03,15374,0.92
50,LUT04,30179,1.8
50,LUT05,22,0.0
51,LUT01,3207,0.19
51,LUT02,834,0.05
51,LUT03,15374,0.92
51,LUT04,30179,1.8
51,LUT05,22,0.0
52,LUT01,3207,0.19
52,LUT02,830,0.05
52,LUT03,15374,0.92
52,LUT04,30179,1.8
52,LUT05,22,0.0
53,LUT01,3207,0.19
53,LUT02,829,0.05
53,LUT03,15374,0.92
53,LUT04,30179,1.8
53,LUT05,22,0.0
54,LUT01,3207,0.19
54,LUT02,829,0.05
54,LUT03,15374,0.92
54,LUT04,30179,1.8
54,LUT05,22,0.0
55,LUT01,3207,0.19
55,LUT02,829,0.05
55,LUT03,15374,0.92
55,LUT04,30179,1.8
55,LUT05,22,0.0
56,LUT01,3207,0.19
56,LUT02,828,0.05
56,LUT03,15374,0.92
56,LUT04,30179,1.8
56,LUT05,22,0.0
57,LUT01,3207,0.19
57,LUT02,829,0.05
57,LUT03,15374,0.92
57,LUT04,30179,1.8
57,LUT05,22,0.0
58,LUT01,3207,0.19
58,LUT02,828,0.05
58,LUT03,15374,0.92
58,LUT04,30179,1.8
58,LUT05,22,0.0
59,LUT01,3207,0.19
59,LUT02,828,0.05
59,LUT03,15374,0.92
59,LUT04,30179,1.8
59,LUT05,22,0.0
60,LUT01,3207,0.19
60,LUT02,828,0.05
60,LUT03,15374,0.92
60,LUT04,30179,1.8
60,LUT05,22,0.0
61,LUT01,3207,0.19
61,LUT02,828,0.05
61,LUT03,15374,0.92
61,LUT04,30179,1.8
61,LUT05,22,0.0
62,LUT01,3207,0.19
62,LUT02,828,0.05
62,LUT03,15374,0.92
62,LUT04,30179,1.8
62,LUT05,22,0.0
63,LUT01,3207,0.19
63,LUT02,828,0.05
63,LUT03,15374,0.92
63,LUT04,30179,1.8
63,LUT05,22,0.0
64,LUT01,3207,0.19
64,LUT02,828,0.05
64,LUT03,15374,0.92
64,LUT04,30179,1.8
64,LUT05,22,0.0
65,LUT01,3207,0.19
65,LUT02,828,0.05
65,LUT03,15374,0.92
65,LUT04,30179,1.8
65,LUT05,22,0.0
66,LUT01,3207,0.19
66,LUT02,828,0.05
66,LUT03,15374,0.92
66,LUT04,30179,1.8
66,LUT05,22,0.0
67,LUT01,3207,0.19
67,LUT02,828,0.05
67,LUT03,15374,0.92
67,LUT04,30179,1.8
67,LUT05,22,0.0
68,LUT01,3207,0.19
68,LUT02,828,0.05
68,LUT03,15374,0.92
68,LUT04,30179,1.8
68,LUT05,22,0.0
69,LUT01,3207,0.19
69,LUT02,828,0.05
69,LUT03,15374,0.92
69,LUT04,30179,1.8
69,LUT05,22,0.0
70,LUT01,3207,0.19
70,LUT02,828,0.05
70,LUT03,15374,0.92
70,LUT04,30179,1.8
70,LUT05,22,0.0
71,LUT01,3207,0.19
71,LUT02,828,0.05
71,LUT03,15374,0.92
71,LUT04,30179,1.8
71,LUT05,22,0.0
72,LUT01,3207,0.19
72,LUT02,828,0.05
72,LUT03,15374,0.92
72,LUT04,30179,1.8
72,LUT05,22,0.0
73,LUT01,3207,0.19
73,LUT02,828,0.05
73,LUT03,15374,0.92
73,LUT04,30179,1.8
73,LUT05,22,0.0
74,LUT01,3207,0.19
74,LUT02,828,0.05
74,LUT03,15374,0.92
74,LUT04,30179,1.8
74,LUT05,22,0.0
75,LUT01,3207,0.19
75,LUT02,828,0.05
75,LUT03,15374,0.92
75,LUT04,30179,1.8
75,LUT05,22,0.0
76,LUT01,3207,0.19
76,LUT02,828,0.05
76,LUT03,15374,0.92
76,LUT04,30179,1.8
76,LUT05,22,0.0
77,LUT01,3207,0.19
77,LUT02,828,0.05
77,LUT03,15374,0.92
77,LUT04,30179,1.8
77,LUT05,22,0.0
78,LUT01,3207,0.19
78,LUT02,828,0.05
78,LUT03,15374,0.92
78,LUT04,30179,1.8
78,LUT05,22,0.0
79,LUT01,3207,0.19
79,LUT02,828,0.05
79,LUT03,15374,0.92
79,LUT04,30179,1.8
79,LUT05,22,0.0
80,LUT01,3207,0.19
80,LUT02,828,0.05
80,LUT03,15374,0.92
80,LUT04,30179,1.8
80,LUT05,22,0.0
81,LUT01,3207,0.19
81,LUT02,828,0.05
81,LUT03,15374,0.92
81,LUT04,30179,1.8
81,LUT05,22,0.0
82,LUT01,3207,0.19
82,LUT02,828,0.05
82,LUT03,15374,0.92
82,LUT04,30179,1.8
82,LUT05,22,0.0
83,LUT01,3207,0.19
83,LUT02,828,0.05
83,LUT03,15374,0.92
83,LUT04,30179,1.8
83,LUT05,22,0.0
