"LPB-RAP targeted net forest increment for worst-case scenario" ECUADOR Esmeraldas SSP2-4.5 "enforced_conservation scenario"
initial_simulation_year,initial_net_forest_area,initial_net_forest_increment,initial_total_targeted_net_forest,worst-case_simulation_start_year,worst-case_net_forest,worst_case_targeted_increment_area,TARGETED_NET_FOREST_INCREMENT_IN_PERCENT
2018,824541,3,849278,2025,790906,58372,7.38
