time_step,class,pixels,percentage
41,100 %,1337970,79.71
42,0 %,0,0.0
42,>0 - 20 %,3303,0.2
42,>20 - 40 %,23667,1.41
42,>40 - 60 %,71289,4.25
42,>60 - 80 %,94529,5.63
42,>80 - <100 %,144254,8.59
42,100 %,1341446,79.92
43,0 %,0,0.0
43,>0 - 20 %,3176,0.19
43,>20 - 40 %,22302,1.33
43,>40 - 60 %,71976,4.29
43,>60 - 80 %,94484,5.63
43,>80 - <100 %,148615,8.85
43,100 %,1337935,79.71
44,0 %,0,0.0
44,>0 - 20 %,3079,0.18
44,>20 - 40 %,21894,1.3
44,>40 - 60 %,71990,4.29
44,>60 - 80 %,94177,5.61
44,>80 - <100 %,150107,8.94
44,100 %,1337241,79.67
45,0 %,0,0.0
45,>0 - 20 %,2957,0.18
45,>20 - 40 %,21584,1.29
45,>40 - 60 %,71747,4.27
45,>60 - 80 %,94008,5.6
45,>80 - <100 %,151782,9.04
45,100 %,1336410,79.62
46,0 %,0,0.0
46,>0 - 20 %,2828,0.17
46,>20 - 40 %,21446,1.28
46,>40 - 60 %,71383,4.25
46,>60 - 80 %,93819,5.59
46,>80 - <100 %,153416,9.14
46,100 %,1335596,79.57
47,0 %,0,0.0
47,>0 - 20 %,2758,0.16
47,>20 - 40 %,21294,1.27
47,>40 - 60 %,71025,4.23
47,>60 - 80 %,93623,5.58
47,>80 - <100 %,154828,9.22
47,100 %,1334960,79.53
48,0 %,0,0.0
48,>0 - 20 %,2640,0.16
48,>20 - 40 %,10069,0.6
48,>40 - 60 %,74674,4.45
48,>60 - 80 %,100617,5.99
48,>80 - <100 %,157093,9.36
48,100 %,1333395,79.44
49,0 %,0,0.0
49,>0 - 20 %,2622,0.16
49,>20 - 40 %,9935,0.59
49,>40 - 60 %,74112,4.42
49,>60 - 80 %,100444,5.98
49,>80 - <100 %,158722,9.46
49,100 %,1332653,79.4
50,0 %,0,0.0
50,>0 - 20 %,2607,0.16
50,>20 - 40 %,9875,0.59
50,>40 - 60 %,73579,4.38
50,>60 - 80 %,100078,5.96
50,>80 - <100 %,160399,9.56
50,100 %,1331950,79.35
51,0 %,0,0.0
51,>0 - 20 %,2623,0.16
51,>20 - 40 %,9752,0.58
51,>40 - 60 %,73162,4.36
51,>60 - 80 %,99510,5.93
51,>80 - <100 %,162213,9.66
51,100 %,1331228,79.31
52,0 %,0,0.0
52,>0 - 20 %,2659,0.16
52,>20 - 40 %,9663,0.58
52,>40 - 60 %,72601,4.33
52,>60 - 80 %,99163,5.91
52,>80 - <100 %,165448,9.86
52,100 %,1328954,79.18
53,0 %,0,0.0
53,>0 - 20 %,2616,0.16
53,>20 - 40 %,9589,0.57
53,>40 - 60 %,72123,4.3
53,>60 - 80 %,98754,5.88
53,>80 - <100 %,167081,9.95
53,100 %,1328325,79.14
54,0 %,0,0.0
54,>0 - 20 %,2549,0.15
54,>20 - 40 %,9547,0.57
54,>40 - 60 %,71794,4.28
54,>60 - 80 %,98325,5.86
54,>80 - <100 %,169396,10.09
54,100 %,1326877,79.05
55,0 %,0,0.0
55,>0 - 20 %,2526,0.15
55,>20 - 40 %,9488,0.57
55,>40 - 60 %,71649,4.27
55,>60 - 80 %,97770,5.82
55,>80 - <100 %,171400,10.21
55,100 %,1325655,78.98
56,0 %,0,0.0
56,>0 - 20 %,2504,0.15
56,>20 - 40 %,9412,0.56
56,>40 - 60 %,71403,4.25
56,>60 - 80 %,97836,5.83
56,>80 - <100 %,173026,10.31
56,100 %,1324307,78.9
57,0 %,0,0.0
57,>0 - 20 %,2435,0.15
57,>20 - 40 %,9343,0.56
57,>40 - 60 %,70905,4.22
57,>60 - 80 %,98086,5.84
57,>80 - <100 %,174755,10.41
57,100 %,1322964,78.82
58,0 %,0,0.0
58,>0 - 20 %,2373,0.14
58,>20 - 40 %,9217,0.55
58,>40 - 60 %,70475,4.2
58,>60 - 80 %,98223,5.85
58,>80 - <100 %,176481,10.51
58,100 %,1321719,78.74
59,0 %,0,0.0
59,>0 - 20 %,2324,0.14
59,>20 - 40 %,9115,0.54
59,>40 - 60 %,70340,4.19
59,>60 - 80 %,97960,5.84
59,>80 - <100 %,177919,10.6
59,100 %,1320830,78.69
60,0 %,0,0.0
60,>0 - 20 %,2240,0.13
60,>20 - 40 %,9098,0.54
60,>40 - 60 %,69867,4.16
60,>60 - 80 %,98478,5.87
60,>80 - <100 %,178661,10.64
60,100 %,1320144,78.65
61,0 %,0,0.0
61,>0 - 20 %,2215,0.13
61,>20 - 40 %,8933,0.53
61,>40 - 60 %,69425,4.14
61,>60 - 80 %,99088,5.9
61,>80 - <100 %,179574,10.7
61,100 %,1319253,78.6
62,0 %,0,0.0
62,>0 - 20 %,2178,0.13
62,>20 - 40 %,8792,0.52
62,>40 - 60 %,69217,4.12
62,>60 - 80 %,99111,5.9
62,>80 - <100 %,180814,10.77
62,100 %,1318376,78.55
63,0 %,0,0.0
63,>0 - 20 %,2128,0.13
63,>20 - 40 %,8678,0.52
63,>40 - 60 %,68822,4.1
63,>60 - 80 %,99412,5.92
63,>80 - <100 %,181853,10.83
63,100 %,1317595,78.5
64,0 %,0,0.0
64,>0 - 20 %,1910,0.11
64,>20 - 40 %,8390,0.5
64,>40 - 60 %,69336,4.13
64,>60 - 80 %,99811,5.95
64,>80 - <100 %,182316,10.86
64,100 %,1316725,78.45
65,0 %,0,0.0
65,>0 - 20 %,1903,0.11
65,>20 - 40 %,8289,0.49
65,>40 - 60 %,69528,4.14
65,>60 - 80 %,99633,5.94
65,>80 - <100 %,183602,10.94
65,100 %,1315533,78.38
66,0 %,0,0.0
66,>0 - 20 %,1846,0.11
66,>20 - 40 %,8243,0.49
66,>40 - 60 %,70140,4.18
66,>60 - 80 %,99926,5.95
66,>80 - <100 %,204949,12.21
66,100 %,1293384,77.06
67,0 %,0,0.0
67,>0 - 20 %,1871,0.11
67,>20 - 40 %,8124,0.48
67,>40 - 60 %,69786,4.16
67,>60 - 80 %,100619,5.99
67,>80 - <100 %,206132,12.28
67,100 %,1291956,76.97
68,0 %,0,0.0
68,>0 - 20 %,1810,0.11
68,>20 - 40 %,7970,0.47
68,>40 - 60 %,69959,4.17
68,>60 - 80 %,101228,6.03
68,>80 - <100 %,206973,12.33
68,100 %,1290548,76.89
69,0 %,0,0.0
69,>0 - 20 %,1734,0.1
69,>20 - 40 %,7993,0.48
69,>40 - 60 %,69960,4.17
69,>60 - 80 %,102510,6.11
69,>80 - <100 %,206995,12.33
69,100 %,1289296,76.81
70,0 %,0,0.0
70,>0 - 20 %,1617,0.1
70,>20 - 40 %,7902,0.47
70,>40 - 60 %,70327,4.19
70,>60 - 80 %,103076,6.14
70,>80 - <100 %,207875,12.38
70,100 %,1287691,76.72
71,0 %,0,0.0
71,>0 - 20 %,1630,0.1
71,>20 - 40 %,7821,0.47
71,>40 - 60 %,70494,4.2
71,>60 - 80 %,103966,6.19
71,>80 - <100 %,208277,12.41
71,100 %,1286300,76.63
72,0 %,0,0.0
72,>0 - 20 %,1597,0.1
72,>20 - 40 %,7802,0.46
72,>40 - 60 %,70727,4.21
72,>60 - 80 %,104775,6.24
72,>80 - <100 %,209233,12.47
72,100 %,1284354,76.52
73,0 %,0,0.0
73,>0 - 20 %,1535,0.09
73,>20 - 40 %,7956,0.47
73,>40 - 60 %,69895,4.16
73,>60 - 80 %,106246,6.33
73,>80 - <100 %,209934,12.51
73,100 %,1282922,76.43
74,0 %,0,0.0
74,>0 - 20 %,1503,0.09
74,>20 - 40 %,8196,0.49
74,>40 - 60 %,69374,4.13
74,>60 - 80 %,106855,6.37
74,>80 - <100 %,211760,12.62
74,100 %,1280800,76.31
75,0 %,0,0.0
75,>0 - 20 %,1527,0.09
75,>20 - 40 %,8414,0.5
75,>40 - 60 %,68636,4.09
75,>60 - 80 %,107177,6.39
75,>80 - <100 %,214309,12.77
75,100 %,1278425,76.17
76,0 %,0,0.0
76,>0 - 20 %,1568,0.09
