time_step,LUT_code,pixels,percentage
41,LUT04,103677,6.18
41,LUT05,1,0.0
42,LUT01,93,0.01
42,LUT02,2511,0.15
42,LUT03,52819,3.15
42,LUT04,103677,6.18
42,LUT05,1,0.0
43,LUT01,93,0.01
43,LUT02,2506,0.15
43,LUT03,52819,3.15
43,LUT04,103677,6.18
43,LUT05,1,0.0
44,LUT01,93,0.01
44,LUT02,2502,0.15
44,LUT03,52819,3.15
44,LUT04,103677,6.18
44,LUT05,1,0.0
45,LUT01,93,0.01
45,LUT02,2500,0.15
45,LUT03,52819,3.15
45,LUT04,103677,6.18
45,LUT05,1,0.0
46,LUT01,93,0.01
46,LUT02,2498,0.15
46,LUT03,52819,3.15
46,LUT04,103677,6.18
46,LUT05,1,0.0
47,LUT01,93,0.01
47,LUT02,2497,0.15
47,LUT03,52819,3.15
47,LUT04,103677,6.18
47,LUT05,1,0.0
48,LUT01,93,0.01
48,LUT02,2497,0.15
48,LUT03,52819,3.15
48,LUT04,103677,6.18
48,LUT05,1,0.0
49,LUT01,93,0.01
49,LUT02,2497,0.15
49,LUT03,52819,3.15
49,LUT04,103677,6.18
49,LUT05,1,0.0
50,LUT01,93,0.01
50,LUT02,2497,0.15
50,LUT03,52819,3.15
50,LUT04,103678,6.18
50,LUT05,0,0.0
51,LUT01,93,0.01
51,LUT02,2497,0.15
51,LUT03,52819,3.15
51,LUT04,103678,6.18
51,LUT05,0,0.0
52,LUT01,93,0.01
52,LUT02,2497,0.15
52,LUT03,52819,3.15
52,LUT04,103678,6.18
52,LUT05,0,0.0
53,LUT01,93,0.01
53,LUT02,2497,0.15
53,LUT03,52819,3.15
53,LUT04,103677,6.18
53,LUT05,0,0.0
54,LUT01,93,0.01
54,LUT02,2497,0.15
54,LUT03,52819,3.15
54,LUT04,103677,6.18
54,LUT05,0,0.0
55,LUT01,93,0.01
55,LUT02,2497,0.15
55,LUT03,52819,3.15
55,LUT04,103677,6.18
55,LUT05,0,0.0
56,LUT01,93,0.01
56,LUT02,2497,0.15
56,LUT03,52820,3.15
56,LUT04,103677,6.18
56,LUT05,0,0.0
57,LUT01,93,0.01
57,LUT02,2497,0.15
57,LUT03,52820,3.15
57,LUT04,103677,6.18
57,LUT05,0,0.0
58,LUT01,93,0.01
58,LUT02,2497,0.15
58,LUT03,52822,3.15
58,LUT04,103677,6.18
58,LUT05,0,0.0
59,LUT01,93,0.01
59,LUT02,2497,0.15
59,LUT03,52824,3.15
59,LUT04,103677,6.18
59,LUT05,0,0.0
60,LUT01,93,0.01
60,LUT02,2497,0.15
60,LUT03,52823,3.15
60,LUT04,103678,6.18
60,LUT05,0,0.0
61,LUT01,93,0.01
61,LUT02,2497,0.15
61,LUT03,52824,3.15
61,LUT04,103678,6.18
61,LUT05,0,0.0
62,LUT01,93,0.01
62,LUT02,2497,0.15
62,LUT03,52824,3.15
62,LUT04,103678,6.18
62,LUT05,0,0.0
63,LUT01,93,0.01
63,LUT02,2497,0.15
63,LUT03,52824,3.15
63,LUT04,103678,6.18
63,LUT05,0,0.0
64,LUT01,93,0.01
64,LUT02,2497,0.15
64,LUT03,52824,3.15
64,LUT04,103678,6.18
64,LUT05,0,0.0
65,LUT01,93,0.01
65,LUT02,2497,0.15
65,LUT03,52824,3.15
65,LUT04,103678,6.18
65,LUT05,0,0.0
66,LUT01,93,0.01
66,LUT02,2497,0.15
66,LUT03,52824,3.15
66,LUT04,103678,6.18
66,LUT05,0,0.0
67,LUT01,93,0.01
67,LUT02,2497,0.15
67,LUT03,52824,3.15
67,LUT04,103679,6.18
