time_step,class,pixels,percentage
25,0 %,0,0.0
25,>0 - 20 %,8243,0.49
25,>20 - 40 %,26976,1.61
25,>40 - 60 %,73186,4.36
25,>60 - 80 %,70859,4.22
25,>80 - <100 %,100265,5.97
25,100 %,1398959,83.35
26,0 %,0,0.0
26,>0 - 20 %,2231,0.13
26,>20 - 40 %,26638,1.59
26,>40 - 60 %,73591,4.38
26,>60 - 80 %,75457,4.5
26,>80 - <100 %,100540,5.99
26,100 %,1400031,83.41
27,0 %,0,0.0
27,>0 - 20 %,2358,0.14
27,>20 - 40 %,26821,1.6
27,>40 - 60 %,73018,4.35
27,>60 - 80 %,79035,4.71
27,>80 - <100 %,104178,6.21
27,100 %,1393078,83.0
28,0 %,0,0.0
28,>0 - 20 %,2467,0.15
28,>20 - 40 %,27149,1.62
28,>40 - 60 %,72289,4.31
28,>60 - 80 %,82807,4.93
28,>80 - <100 %,107035,6.38
28,100 %,1386741,82.62
29,0 %,0,0.0
29,>0 - 20 %,2493,0.15
29,>20 - 40 %,27606,1.64
29,>40 - 60 %,71993,4.29
29,>60 - 80 %,86697,5.17
29,>80 - <100 %,110048,6.56
29,100 %,1379651,82.2
30,0 %,0,0.0
30,>0 - 20 %,2523,0.15
30,>20 - 40 %,28198,1.68
30,>40 - 60 %,71787,4.28
30,>60 - 80 %,90483,5.39
30,>80 - <100 %,113540,6.76
30,100 %,1371957,81.74
31,0 %,0,0.0
31,>0 - 20 %,2496,0.15
31,>20 - 40 %,28831,1.72
31,>40 - 60 %,71446,4.26
31,>60 - 80 %,93687,5.58
31,>80 - <100 %,116178,6.92
31,100 %,1365850,81.37
32,0 %,0,0.0
32,>0 - 20 %,3768,0.22
32,>20 - 40 %,29640,1.77
32,>40 - 60 %,71740,4.27
32,>60 - 80 %,96221,5.73
32,>80 - <100 %,116956,6.97
32,100 %,1360163,81.04
33,0 %,0,0.0
33,>0 - 20 %,3864,0.23
33,>20 - 40 %,30483,1.82
33,>40 - 60 %,72959,4.35
33,>60 - 80 %,98091,5.84
33,>80 - <100 %,119964,7.15
33,100 %,1353127,80.62
34,0 %,0,0.0
34,>0 - 20 %,3954,0.24
34,>20 - 40 %,31460,1.87
34,>40 - 60 %,73869,4.4
34,>60 - 80 %,100175,5.97
34,>80 - <100 %,121774,7.25
34,100 %,1347256,80.27
35,0 %,0,0.0
35,>0 - 20 %,4040,0.24
35,>20 - 40 %,32228,1.92
35,>40 - 60 %,75353,4.49
35,>60 - 80 %,102399,6.1
35,>80 - <100 %,124071,7.39
35,100 %,1340397,79.86
36,0 %,0,0.0
36,>0 - 20 %,4186,0.25
36,>20 - 40 %,32888,1.96
36,>40 - 60 %,76275,4.54
36,>60 - 80 %,104183,6.21
36,>80 - <100 %,126183,7.52
36,100 %,1334773,79.52
37,0 %,0,0.0
37,>0 - 20 %,4077,0.24
37,>20 - 40 %,33081,1.97
37,>40 - 60 %,76668,4.57
37,>60 - 80 %,104508,6.23
37,>80 - <100 %,126600,7.54
37,100 %,1333554,79.45
38,0 %,0,0.0
38,>0 - 20 %,4079,0.24
38,>20 - 40 %,33158,1.98
38,>40 - 60 %,77071,4.59
38,>60 - 80 %,104601,6.23
38,>80 - <100 %,127401,7.59
38,100 %,1332178,79.37
39,0 %,0,0.0
39,>0 - 20 %,4023,0.24
39,>20 - 40 %,33194,1.98
39,>40 - 60 %,77423,4.61
39,>60 - 80 %,104824,6.25
39,>80 - <100 %,128283,7.64
39,100 %,1330741,79.28
40,0 %,0,0.0
40,>0 - 20 %,4019,0.24
40,>20 - 40 %,33277,1.98
40,>40 - 60 %,77580,4.62
40,>60 - 80 %,105206,6.27
40,>80 - <100 %,129129,7.69
40,100 %,1329277,79.19
41,0 %,0,0.0
41,>0 - 20 %,4028,0.24
41,>20 - 40 %,14679,0.87
41,>40 - 60 %,84292,5.02
41,>60 - 80 %,117718,7.01
41,>80 - <100 %,131757,7.85
41,100 %,1326014,79.0
42,0 %,0,0.0
42,>0 - 20 %,4062,0.24
42,>20 - 40 %,14588,0.87
42,>40 - 60 %,84403,5.03
42,>60 - 80 %,118322,7.05
42,>80 - <100 %,132471,7.89
42,100 %,1324642,78.92
43,0 %,0,0.0
43,>0 - 20 %,4084,0.24
43,>20 - 40 %,14458,0.86
43,>40 - 60 %,84428,5.03
43,>60 - 80 %,119053,7.09
43,>80 - <100 %,133131,7.93
43,100 %,1323334,78.84
44,0 %,0,0.0
44,>0 - 20 %,4131,0.25
44,>20 - 40 %,14413,0.86
44,>40 - 60 %,84304,5.02
44,>60 - 80 %,119811,7.14
44,>80 - <100 %,133789,7.97
44,100 %,1322040,78.76
45,0 %,0,0.0
45,>0 - 20 %,4164,0.25
45,>20 - 40 %,14351,0.85
45,>40 - 60 %,84222,5.02
45,>60 - 80 %,120454,7.18
45,>80 - <100 %,136069,8.11
45,100 %,1319228,78.6
46,0 %,0,0.0
46,>0 - 20 %,4205,0.25
46,>20 - 40 %,14286,0.85
46,>40 - 60 %,83997,5.0
46,>60 - 80 %,121151,7.22
46,>80 - <100 %,136835,8.15
46,100 %,1318014,78.52
47,0 %,0,0.0
47,>0 - 20 %,4291,0.26
47,>20 - 40 %,14162,0.84
47,>40 - 60 %,83793,4.99
47,>60 - 80 %,122737,7.31
47,>80 - <100 %,137580,8.2
47,100 %,1315925,78.4
48,0 %,0,0.0
48,>0 - 20 %,4415,0.26
48,>20 - 40 %,14080,0.84
48,>40 - 60 %,83505,4.98
48,>60 - 80 %,124006,7.39
48,>80 - <100 %,138660,8.26
48,100 %,1313822,78.27
49,0 %,0,0.0
49,>0 - 20 %,4438,0.26
49,>20 - 40 %,14039,0.84
49,>40 - 60 %,83303,4.96
49,>60 - 80 %,125189,7.46
49,>80 - <100 %,140008,8.34
49,100 %,1311511,78.14
50,0 %,0,0.0
50,>0 - 20 %,4517,0.27
50,>20 - 40 %,14015,0.83
50,>40 - 60 %,83177,4.96
50,>60 - 80 %,126095,7.51
50,>80 - <100 %,141516,8.43
50,100 %,1309168,78.0
51,0 %,0,0.0
51,>0 - 20 %,4504,0.27
51,>20 - 40 %,13958,0.83
51,>40 - 60 %,82904,4.94
51,>60 - 80 %,127173,7.58
51,>80 - <100 %,142901,8.51
51,100 %,1307048,77.87
52,0 %,0,0.0
52,>0 - 20 %,3058,0.18
52,>20 - 40 %,13660,0.81
52,>40 - 60 %,83176,4.96
52,>60 - 80 %,128645,7.66
52,>80 - <100 %,144236,8.59
52,100 %,1305713,77.79
53,0 %,0,0.0
53,>0 - 20 %,3075,0.18
53,>20 - 40 %,13482,0.8
53,>40 - 60 %,82637,4.92
53,>60 - 80 %,130106,7.75
53,>80 - <100 %,145344,8.66
53,100 %,1303844,77.68
54,0 %,0,0.0
54,>0 - 20 %,3032,0.18
54,>20 - 40 %,13451,0.8
54,>40 - 60 %,82475,4.91
54,>60 - 80 %,131319,7.82
54,>80 - <100 %,146375,8.72
54,100 %,1301836,77.56
55,0 %,0,0.0
55,>0 - 20 %,3033,0.18
55,>20 - 40 %,13298,0.79
55,>40 - 60 %,82497,4.91
55,>60 - 80 %,131889,7.86
55,>80 - <100 %,147598,8.79
55,100 %,1300173,77.46
56,0 %,0,0.0
56,>0 - 20 %,2962,0.18
56,>20 - 40 %,13194,0.79
56,>40 - 60 %,82670,4.93
56,>60 - 80 %,132237,7.88
56,>80 - <100 %,148906,8.87
56,100 %,1298519,77.36
57,0 %,0,0.0
57,>0 - 20 %,2647,0.16
57,>20 - 40 %,11762,0.7
57,>40 - 60 %,85125,5.07
57,>60 - 80 %,131806,7.85
57,>80 - <100 %,151243,9.01
57,100 %,1295905,77.21
58,0 %,0,0.0
58,>0 - 20 %,2582,0.15
58,>20 - 40 %,11394,0.68
58,>40 - 60 %,85990,5.12
58,>60 - 80 %,132306,7.88
58,>80 - <100 %,165026,9.83
58,100 %,1281190,76.33
59,0 %,0,0.0
59,>0 - 20 %,2536,0.15
59,>20 - 40 %,11274,0.67
59,>40 - 60 %,87328,5.2
59,>60 - 80 %,132082,7.87
59,>80 - <100 %,167432,9.98
59,100 %,1277836,76.13
60,0 %,0,0.0
60,>0 - 20 %,2494,0.15
60,>20 - 40 %,11243,0.67
60,>40 - 60 %,88420,5.27
60,>60 - 80 %,131225,7.82
60,>80 - <100 %,169815,10.12
60,100 %,1275291,75.98
61,0 %,0,0.0
61,>0 - 20 %,2396,0.14
61,>20 - 40 %,11174,0.67
61,>40 - 60 %,89358,5.32
61,>60 - 80 %,130596,7.78
61,>80 - <100 %,171712,10.23
61,100 %,1273252,75.86
62,0 %,0,0.0
62,>0 - 20 %,2381,0.14
62,>20 - 40 %,11143,0.66
62,>40 - 60 %,90552,5.39
62,>60 - 80 %,130169,7.76
62,>80 - <100 %,173691,10.35
62,100 %,1270552,75.7
63,0 %,0,0.0
63,>0 - 20 %,2363,0.14
63,>20 - 40 %,11184,0.67
63,>40 - 60 %,91197,5.43
63,>60 - 80 %,129892,7.74
63,>80 - <100 %,175554,10.46
63,100 %,1268298,75.56
64,0 %,0,0.0
64,>0 - 20 %,2382,0.14
64,>20 - 40 %,11134,0.66
64,>40 - 60 %,92208,5.49
64,>60 - 80 %,129230,7.7
64,>80 - <100 %,177144,10.55
64,100 %,1266390,75.45
65,0 %,0,0.0
65,>0 - 20 %,2347,0.14
65,>20 - 40 %,11205,0.67
65,>40 - 60 %,92365,5.5
