time_step,LUT_code,pixels
78,LUT22,17
78,LUT23,84
78,LUT24,178
78,LUT25,0
79,LUT22,18
79,LUT23,83
79,LUT24,185
79,LUT25,0
80,LUT22,18
80,LUT23,84
80,LUT24,194
80,LUT25,3
81,LUT22,16
81,LUT23,84
81,LUT24,196
81,LUT25,1
82,LUT22,17
82,LUT23,87
82,LUT24,197
82,LUT25,1
83,LUT22,17
83,LUT23,85
83,LUT24,202
83,LUT25,0
