time_step,LUT_code,pixels,percentage
41,LUT02,0,0.0
41,LUT03,214006,12.75
41,LUT04,196516,11.71
41,LUT05,9450,0.56
42,LUT01,24107,1.44
42,LUT02,0,0.0
42,LUT03,216974,12.93
42,LUT04,197971,11.79
42,LUT05,9450,0.56
43,LUT01,24125,1.44
43,LUT02,0,0.0
43,LUT03,220490,13.14
43,LUT04,200054,11.92
43,LUT05,9446,0.56
44,LUT01,24125,1.44
44,LUT02,0,0.0
44,LUT03,221664,13.21
44,LUT04,200078,11.92
44,LUT05,9446,0.56
45,LUT01,24125,1.44
45,LUT02,0,0.0
45,LUT03,222857,13.28
45,LUT04,200135,11.92
45,LUT05,9446,0.56
46,LUT01,24125,1.44
46,LUT02,0,0.0
46,LUT03,224009,13.35
46,LUT04,200172,11.93
46,LUT05,9446,0.56
47,LUT01,24125,1.44
47,LUT02,0,0.0
47,LUT03,225174,13.42
47,LUT04,200212,11.93
47,LUT05,9446,0.56
48,LUT01,24126,1.44
48,LUT02,0,0.0
48,LUT03,226289,13.48
48,LUT04,200188,11.93
48,LUT05,9446,0.56
49,LUT01,24126,1.44
49,LUT02,0,0.0
49,LUT03,227481,13.55
49,LUT04,200226,11.93
49,LUT05,9446,0.56
50,LUT01,24126,1.44
50,LUT02,0,0.0
50,LUT03,228671,13.62
50,LUT04,200281,11.93
50,LUT05,9446,0.56
51,LUT01,24126,1.44
51,LUT02,0,0.0
51,LUT03,229886,13.7
51,LUT04,200312,11.93
51,LUT05,9446,0.56
52,LUT01,24127,1.44
52,LUT02,0,0.0
52,LUT03,231031,13.76
52,LUT04,200275,11.93
52,LUT05,9446,0.56
53,LUT01,24127,1.44
53,LUT02,0,0.0
53,LUT03,232277,13.84
53,LUT04,200297,11.93
53,LUT05,9446,0.56
54,LUT01,24129,1.44
54,LUT02,0,0.0
54,LUT03,234234,13.96
54,LUT04,200778,11.96
54,LUT05,9446,0.56
55,LUT01,24129,1.44
55,LUT02,0,0.0
55,LUT03,236073,14.06
55,LUT04,201309,11.99
55,LUT05,9446,0.56
56,LUT01,24128,1.44
56,LUT02,0,0.0
56,LUT03,238059,14.18
56,LUT04,201915,12.03
56,LUT05,9446,0.56
57,LUT01,24128,1.44
57,LUT02,0,0.0
57,LUT03,240070,14.3
57,LUT04,202485,12.06
57,LUT05,9446,0.56
58,LUT01,24126,1.44
58,LUT02,0,0.0
58,LUT03,242003,14.42
58,LUT04,202980,12.09
58,LUT05,9446,0.56
59,LUT01,24125,1.44
59,LUT02,0,0.0
59,LUT03,244056,14.54
59,LUT04,203351,12.12
59,LUT05,9446,0.56
60,LUT01,24125,1.44
60,LUT02,0,0.0
60,LUT03,246022,14.66
60,LUT04,203825,12.14
60,LUT05,9446,0.56
61,LUT01,24125,1.44
61,LUT02,0,0.0
61,LUT03,248110,14.78
61,LUT04,204394,12.18
61,LUT05,9446,0.56
62,LUT01,24125,1.44
62,LUT02,0,0.0
62,LUT03,250089,14.9
62,LUT04,204878,12.21
62,LUT05,9446,0.56
63,LUT01,24125,1.44
63,LUT02,0,0.0
63,LUT03,252032,15.02
