time_step,type,AGB,Carbon
31,final_total_AGB_agroforestry,52002268.0,26001134.0
31,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
31,final_total_AGB_gross_disturbed_forest,19559456.0,9779728.0
31,final_total_AGB_net_disturbed_forest,19501922.0,9779728.0
31,final_total_AGB_gross_minus_net_disturbed_forest,57534.0,0.0
31,final_total_AGB_gross_undisturbed_forest,68536448.0,34268224.0
31,final_total_AGB_net_undisturbed_forest,68523648.0,34261824.0
31,final_total_AGB_gross_minus_net_undisturbed_forest,12800.0,6400.0
32,potential_maximum_undisturbed_AGB,268474816.0,134237408.0
32,initial_AGB_gross_forest_simulation_start,228405216.0,114202608.0
32,final_total_AGB_gross_forest,140473584.0,70236792.0
32,final_total_AGB_net_forest,88111824.0,44055912.0
32,final_total_AGB_gross_minus_net_forest,52361760.0,26180880.0
32,final_total_AGB_agroforestry,52263944.0,26131972.0
32,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
32,final_total_AGB_gross_disturbed_forest,19657476.0,9828738.0
32,final_total_AGB_net_disturbed_forest,19572466.0,9828738.0
32,final_total_AGB_gross_minus_net_disturbed_forest,85010.0,0.0
32,final_total_AGB_gross_undisturbed_forest,68552168.0,34276084.0
32,final_total_AGB_net_undisturbed_forest,68539352.0,34269676.0
32,final_total_AGB_gross_minus_net_undisturbed_forest,12816.0,6408.0
33,potential_maximum_undisturbed_AGB,268474816.0,134237408.0
33,initial_AGB_gross_forest_simulation_start,228405216.0,114202608.0
33,final_total_AGB_gross_forest,140757328.0,70378664.0
33,final_total_AGB_net_forest,88145320.0,44072660.0
33,final_total_AGB_gross_minus_net_forest,52612008.0,26306004.0
33,final_total_AGB_agroforestry,52470676.0,26235338.0
33,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
33,final_total_AGB_gross_disturbed_forest,19739776.0,9869888.0
33,final_total_AGB_net_disturbed_forest,19611282.0,9869888.0
33,final_total_AGB_gross_minus_net_disturbed_forest,128494.0,0.0
33,final_total_AGB_gross_undisturbed_forest,68546872.0,34273436.0
33,final_total_AGB_net_undisturbed_forest,68534040.0,34267020.0
