time_step,LUT_code,pixels
78,LUT22,17
78,LUT23,91
78,LUT24,140
78,LUT25,0
79,LUT22,17
79,LUT23,92
79,LUT24,161
79,LUT25,0
80,LUT22,18
80,LUT23,90
80,LUT24,181
80,LUT25,0
81,LUT22,17
81,LUT23,88
81,LUT24,191
81,LUT25,0
82,LUT22,17
82,LUT23,89
82,LUT24,193
82,LUT25,0
83,LUT22,17
83,LUT23,91
83,LUT24,220
83,LUT25,0
