time_step,class,pixels,percentage
46,>0 - 20 %,2422,0.14
46,>20 - 40 %,18689,1.11
46,>40 - 60 %,70510,4.2
46,>60 - 80 %,95897,5.71
46,>80 - <100 %,150136,8.94
46,100 %,1340834,79.88
47,0 %,0,0.0
47,>0 - 20 %,2290,0.14
47,>20 - 40 %,18379,1.09
47,>40 - 60 %,70636,4.21
47,>60 - 80 %,95656,5.7
47,>80 - <100 %,151235,9.01
47,100 %,1340292,79.85
48,0 %,0,0.0
48,>0 - 20 %,2183,0.13
48,>20 - 40 %,10128,0.6
48,>40 - 60 %,73274,4.37
48,>60 - 80 %,100909,6.01
48,>80 - <100 %,152997,9.12
48,100 %,1338997,79.77
49,0 %,0,0.0
49,>0 - 20 %,2126,0.13
49,>20 - 40 %,9980,0.59
49,>40 - 60 %,72920,4.34
49,>60 - 80 %,100877,6.01
49,>80 - <100 %,154221,9.19
49,100 %,1338364,79.74
50,0 %,0,0.0
50,>0 - 20 %,2080,0.12
50,>20 - 40 %,9819,0.58
50,>40 - 60 %,72644,4.33
50,>60 - 80 %,100656,6.0
50,>80 - <100 %,155522,9.27
50,100 %,1337767,79.7
51,0 %,0,0.0
51,>0 - 20 %,2068,0.12
51,>20 - 40 %,9620,0.57
51,>40 - 60 %,72336,4.31
51,>60 - 80 %,100277,5.97
51,>80 - <100 %,157181,9.36
51,100 %,1337006,79.66
52,0 %,0,0.0
52,>0 - 20 %,2049,0.12
52,>20 - 40 %,9458,0.56
52,>40 - 60 %,72010,4.29
52,>60 - 80 %,100019,5.96
52,>80 - <100 %,159815,9.52
52,100 %,1335137,79.54
53,0 %,0,0.0
53,>0 - 20 %,2044,0.12
53,>20 - 40 %,9313,0.55
53,>40 - 60 %,71708,4.27
53,>60 - 80 %,99705,5.94
53,>80 - <100 %,161274,9.61
53,100 %,1334444,79.5
54,0 %,0,0.0
54,>0 - 20 %,1988,0.12
54,>20 - 40 %,9172,0.55
54,>40 - 60 %,71928,4.29
54,>60 - 80 %,98639,5.88
54,>80 - <100 %,163339,9.73
54,100 %,1333422,79.44
55,0 %,0,0.0
55,>0 - 20 %,1928,0.11
55,>20 - 40 %,9046,0.54
55,>40 - 60 %,72191,4.3
55,>60 - 80 %,97472,5.81
55,>80 - <100 %,165415,9.86
55,100 %,1332436,79.38
56,0 %,0,0.0
56,>0 - 20 %,1900,0.11
56,>20 - 40 %,16995,1.01
56,>40 - 60 %,68003,4.05
56,>60 - 80 %,92544,5.51
56,>80 - <100 %,167728,9.99
56,100 %,1331318,79.32
57,0 %,0,0.0
57,>0 - 20 %,1844,0.11
57,>20 - 40 %,16772,1.0
57,>40 - 60 %,67935,4.05
