time_step,type,AGB,Carbon
16,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
16,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
16,final_total_AGB_gross_forest,148512432.0,74256216.0
16,final_total_AGB_net_forest,100875960.0,50437980.0
16,final_total_AGB_gross_minus_net_forest,47636472.0,23818236.0
16,final_total_AGB_agroforestry,47616096.0,23808048.0
16,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
16,final_total_AGB_gross_disturbed_forest,21235164.0,10617582.0
16,final_total_AGB_net_disturbed_forest,21229880.0,10617582.0
16,final_total_AGB_gross_minus_net_disturbed_forest,5284.0,0.0
16,final_total_AGB_gross_undisturbed_forest,79661168.0,39830584.0
16,final_total_AGB_net_undisturbed_forest,79646080.0,39823040.0
16,final_total_AGB_gross_minus_net_undisturbed_forest,15088.0,7544.0
17,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
17,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
17,final_total_AGB_gross_forest,149429328.0,74714664.0
17,final_total_AGB_net_forest,101035816.0,50517908.0
17,final_total_AGB_gross_minus_net_forest,48393512.0,24196756.0
17,final_total_AGB_agroforestry,48372856.0,24186428.0
17,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
17,final_total_AGB_gross_disturbed_forest,21348294.0,10674147.0
17,final_total_AGB_net_disturbed_forest,21342774.0,10674147.0
17,final_total_AGB_gross_minus_net_disturbed_forest,5520.0,0.0
17,final_total_AGB_gross_undisturbed_forest,79708168.0,39854084.0
17,final_total_AGB_net_undisturbed_forest,79693048.0,39846524.0
17,final_total_AGB_gross_minus_net_undisturbed_forest,15120.0,7560.0
18,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
18,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
18,final_total_AGB_gross_forest,150287792.0,75143896.0
18,final_total_AGB_net_forest,101169728.0,50584864.0
18,final_total_AGB_gross_minus_net_forest,49118064.0,24559032.0
18,final_total_AGB_agroforestry,49096760.0,24548380.0
18,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
18,final_total_AGB_gross_disturbed_forest,21439920.0,10719960.0
18,final_total_AGB_net_disturbed_forest,21433776.0,10719960.0
18,final_total_AGB_gross_minus_net_disturbed_forest,6144.0,0.0
18,final_total_AGB_gross_undisturbed_forest,79751104.0,39875552.0
18,final_total_AGB_net_undisturbed_forest,79735952.0,39867976.0
18,final_total_AGB_gross_minus_net_undisturbed_forest,15152.0,7576.0
19,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
19,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
19,final_total_AGB_gross_forest,151092080.0,75546040.0
19,final_total_AGB_net_forest,101322824.0,50661412.0
19,final_total_AGB_gross_minus_net_forest,49769256.0,24884628.0
19,final_total_AGB_agroforestry,49746180.0,24873090.0
19,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
19,final_total_AGB_gross_disturbed_forest,21555394.0,10777697.0
19,final_total_AGB_net_disturbed_forest,21547498.0,10777697.0
19,final_total_AGB_gross_minus_net_disturbed_forest,7896.0,0.0
19,final_total_AGB_gross_undisturbed_forest,79790504.0,39895252.0
19,final_total_AGB_net_undisturbed_forest,79775320.0,39887660.0
19,final_total_AGB_gross_minus_net_undisturbed_forest,15184.0,7592.0
20,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
20,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
20,final_total_AGB_gross_forest,151830544.0,75915272.0
20,final_total_AGB_net_forest,101478968.0,50739484.0
20,final_total_AGB_gross_minus_net_forest,50351576.0,25175788.0
20,final_total_AGB_agroforestry,50324604.0,25162302.0
20,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
20,final_total_AGB_gross_disturbed_forest,21679082.0,10839541.0
20,final_total_AGB_net_disturbed_forest,21667308.0,10839541.0
20,final_total_AGB_gross_minus_net_disturbed_forest,11774.0,0.0
20,final_total_AGB_gross_undisturbed_forest,79826864.0,39913432.0
20,final_total_AGB_net_undisturbed_forest,79811656.0,39905828.0
20,final_total_AGB_gross_minus_net_undisturbed_forest,15208.0,7604.0
21,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
21,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
21,final_total_AGB_gross_forest,152498928.0,76249464.0
21,final_total_AGB_net_forest,101583032.0,50791516.0
21,final_total_AGB_gross_minus_net_forest,50915896.0,25457948.0
21,final_total_AGB_agroforestry,50882576.0,25441288.0
21,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
21,final_total_AGB_gross_disturbed_forest,21755872.0,10877936.0
21,final_total_AGB_net_disturbed_forest,21737788.0,10877936.0
21,final_total_AGB_gross_minus_net_disturbed_forest,18084.0,0.0
21,final_total_AGB_gross_undisturbed_forest,79860480.0,39930240.0
21,final_total_AGB_net_undisturbed_forest,79845248.0,39922624.0
21,final_total_AGB_gross_minus_net_undisturbed_forest,15232.0,7616.0
22,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
22,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
22,final_total_AGB_gross_forest,153106848.0,76553424.0
22,final_total_AGB_net_forest,101679720.0,50839860.0
22,final_total_AGB_gross_minus_net_forest,51427128.0,25713564.0
22,final_total_AGB_agroforestry,51384268.0,25692134.0
22,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
22,final_total_AGB_gross_disturbed_forest,21831086.0,10915543.0
22,final_total_AGB_net_disturbed_forest,21803468.0,10915543.0
22,final_total_AGB_gross_minus_net_disturbed_forest,27618.0,0.0
22,final_total_AGB_gross_undisturbed_forest,79891504.0,39945752.0
22,final_total_AGB_net_undisturbed_forest,79876248.0,39938124.0
22,final_total_AGB_gross_minus_net_undisturbed_forest,15256.0,7628.0
23,potential_maximum_undisturbed_AGB,277411136.0,138705568.0
23,initial_AGB_gross_forest_simulation_start,227781376.0,113890688.0
23,final_total_AGB_gross_forest,153665856.0,76832928.0
23,final_total_AGB_net_forest,101787752.0,50893876.0
23,final_total_AGB_gross_minus_net_forest,51878104.0,25939052.0
23,final_total_AGB_agroforestry,51822736.0,25911368.0
23,final_total_AGB_plantation,user-defined not considered gross forest,user-defined not considered gross forest
23,final_total_AGB_gross_disturbed_forest,21924074.0,10962037.0
23,final_total_AGB_net_disturbed_forest,21883986.0,10962037.0
23,final_total_AGB_gross_minus_net_disturbed_forest,40088.0,0.0
23,final_total_AGB_gross_undisturbed_forest,79919040.0,39959520.0
23,final_total_AGB_net_undisturbed_forest,79903768.0,39951884.0
23,final_total_AGB_gross_minus_net_undisturbed_forest,15272.0,7636.0
