time_step,LUT_code,pixels
60,LUT02,3
60,LUT03,2193
60,LUT04,810
60,LUT05,0
61,LUT01,1
61,LUT02,2
61,LUT03,2374
61,LUT04,954
61,LUT05,0
62,LUT01,0
62,LUT02,1
62,LUT03,2265
62,LUT04,873
62,LUT05,0
63,LUT01,1
63,LUT02,5
63,LUT03,2244
63,LUT04,881
63,LUT05,0
64,LUT01,3
64,LUT02,12
64,LUT03,2994
64,LUT04,1652
64,LUT05,0
65,LUT01,0
65,LUT02,9
65,LUT03,2809
65,LUT04,1724
65,LUT05,0
66,LUT01,2
66,LUT02,10
66,LUT03,2765
66,LUT04,1652
66,LUT05,0
67,LUT01,2
67,LUT02,15
67,LUT03,2961
67,LUT04,1768
67,LUT05,0
68,LUT01,3
68,LUT02,13
68,LUT03,2857
68,LUT04,1727
68,LUT05,0
69,LUT01,1
69,LUT02,12
69,LUT03,2935
69,LUT04,1887
69,LUT05,0
70,LUT01,2
70,LUT02,5
70,LUT03,2907
70,LUT04,1825
70,LUT05,0
71,LUT01,3
71,LUT02,10
71,LUT03,2968
71,LUT04,1838
71,LUT05,0
72,LUT01,3
72,LUT02,9
72,LUT03,2982
72,LUT04,1928
72,LUT05,0
73,LUT01,1
73,LUT02,8
73,LUT03,3061
73,LUT04,1958
73,LUT05,0
74,LUT01,1
74,LUT02,19
74,LUT03,3580
74,LUT04,2371
74,LUT05,0
75,LUT01,1
75,LUT02,16
75,LUT03,3593
75,LUT04,2501
75,LUT05,0
76,LUT01,4
76,LUT02,24
76,LUT03,3578
76,LUT04,2672
76,LUT05,0
77,LUT01,3
77,LUT02,23
77,LUT03,3549
77,LUT04,2844
77,LUT05,0
78,LUT01,2
78,LUT02,18
78,LUT03,3479
78,LUT04,2898
78,LUT05,0
79,LUT01,1
79,LUT02,28
79,LUT03,3409
79,LUT04,3198
79,LUT05,0
80,LUT01,0
80,LUT02,28
80,LUT03,3804
80,LUT04,3554
80,LUT05,0
81,LUT01,0
81,LUT02,14
81,LUT03,3550
81,LUT04,2680
81,LUT05,0
82,LUT01,1
82,LUT02,25
82,LUT03,3003
82,LUT04,2165
82,LUT05,0
83,LUT01,0
83,LUT02,18
83,LUT03,2763
83,LUT04,1956
83,LUT05,0
