"YEAR","1","2","3","4","5","6","7","8","8","10","11","12","13","14","15","16","17","18","regional_AGB_demand_per_population_total","regional_smallholder_share_in_percent"
"2068","0","1460988","292198","219148","411","0","0","0","0","0","0","0","0","0","0","0","0","0","9741.58","44.53"
"2069","0","1460930","292186","219140","415","0","0","0","0","0","0","0","0","0","0","0","0","0","9839.00","44.28"
"2070","0","1460872","292174","219131","419","0","0","0","0","0","0","0","0","0","0","0","0","0","9937.39","44.03"
"2071","0","1458828","291766","218824","424","0","0","0","0","0","0","0","0","0","0","0","0","0","10036.76","43.78"
"2072","0","1456785","291357","218518","428","0","0","0","0","0","0","0","0","0","0","0","0","0","10137.13","43.53"
"2073","0","1454742","290948","218211","432","0","0","0","0","0","0","0","0","0","0","0","0","0","10238.50","43.28"
"2074","0","1452700","290540","217905","436","0","0","0","0","0","0","0","0","0","0","0","0","0","10340.89","43.03"
"2075","0","1450658","290132","217599","441","0","0","0","0","0","0","0","0","0","0","0","0","0","10444.30","42.78"
"2076","0","1448615","289723","217292","445","0","0","0","0","0","0","0","0","0","0","0","0","0","10548.74","42.53"
"2077","0","1446572","289314","216986","450","0","0","0","0","0","0","0","0","0","0","0","0","0","10654.23","42.28"
"2078","0","1444530","288906","216680","454","0","0","0","0","0","0","0","0","0","0","0","0","0","10760.77","42.03"
"2079","0","1442488","288498","216373","459","0","0","0","0","0","0","0","0","0","0","0","0","0","10868.38","41.78"
"2080","0","1440445","288089","216067","463","0","0","0","0","0","0","0","0","0","0","0","0","0","10977.06","41.53"
"2081","0","1436618","287324","215493","468","0","0","0","0","0","0","0","0","0","0","0","0","0","11086.83","41.28"
"2082","0","1432790","286558","214918","473","0","0","0","0","0","0","0","0","0","0","0","0","0","11197.70","41.03"
"2083","0","1428960","285792","214344","477","0","0","0","0","0","0","0","0","0","0","0","0","0","11309.68","40.78"
"2084","0","1425132","285026","213770","482","0","0","0","0","0","0","0","0","0","0","0","0","0","11422.77","40.53"
"2085","0","1421305","284261","213196","487","0","0","0","0","0","0","0","0","0","0","0","0","0","11537.00","40.28"
"2086","0","1417478","283496","212622","492","0","0","0","0","0","0","0","0","0","0","0","0","0","11652.37","40.03"
"2087","0","1413648","282730","212047","497","0","0","0","0","0","0","0","0","0","0","0","0","0","11768.89","39.78"
"2088","0","1409820","281964","211473","502","0","0","0","0","0","0","0","0","0","0","0","0","0","11886.58","39.53"
"2089","0","1405992","281198","210899","507","0","0","0","0","0","0","0","0","0","0","0","0","0","12005.45","39.28"
"2090","0","1402165","280433","210325","512","0","0","0","0","0","0","0","0","0","0","0","0","0","12125.50","39.03"
"2091","0","1397332","279466","209600","517","0","0","0","0","0","0","0","0","0","0","0","0","0","12246.76","38.78"
"2092","0","1392500","278500","208875","522","0","0","0","0","0","0","0","0","0","0","0","0","0","12369.23","38.53"
"2093","0","1387668","277534","208150","527","0","0","0","0","0","0","0","0","0","0","0","0","0","12492.92","38.28"
"2094","0","1382838","276568","207426","533","0","0","0","0","0","0","0","0","0","0","0","0","0","12617.85","38.03"
"2095","0","1378005","275601","206701","538","0","0","0","0","0","0","0","0","0","0","0","0","0","12744.03","37.78"
"2096","0","1373172","274634","205976","543","0","0","0","0","0","0","0","0","0","0","0","0","0","12871.47","37.53"
"2097","0","1368342","273668","205251","549","0","0","0","0","0","0","0","0","0","0","0","0","0","13000.18","37.28"
"2098","0","1363510","272702","204526","554","0","0","0","0","0","0","0","0","0","0","0","0","0","13130.18","37.03"
"2099","0","1484088","296818","222613","560","0","0","0","0","0","0","0","0","0","0","0","0","0","13261.48","36.78"
"2100","0","1486492","297298","222974","565","0","0","0","0","0","0","0","0","0","0","0","0","0","13394.10","36.53"
